supplier_reference,supplier_name,supplier_trn,supply_reference,supply_date,amount_excluding_vat,input_vat,expected_next_12m,last_verified_on
SYN-0643,Synthetic Supplier 0643 LLC,900000000000643,SYN-0643-INV-02,2026-03-24,68271.52,3413.58,267448.46,2026-05-19
SYN-0643,Synthetic Supplier 0643 LLC,900000000000643,SYN-0643-INV-03,2026-05-10,61744.88,3087.24,267448.46,2026-05-19
SYN-0643,Synthetic Supplier 0643 LLC,900000000000643,SYN-0643-INV-04,2026-06-26,51344.07,2567.2,267448.46,2026-05-19
SYN-0643,Synthetic Supplier 0643 LLC,900000000000643,SYN-0643-INV-05,2026-08-12,77833.22,3891.66,267448.46,2026-05-19
SYN-0644,Synthetic Supplier 0644 LLC,900000000000644,SYN-0644-INV-01,2026-02-18,102303.02,5115.15,252464.81,2025-06-20
SYN-0644,Synthetic Supplier 0644 LLC,900000000000644,SYN-0644-INV-02,2026-04-06,117231.6,5861.58,252464.81,2025-06-20
SYN-0645,Synthetic Supplier 0645 LLC,900000000000645,SYN-0645-INV-01,2026-03-03,65663.9,3283.19,221266.71,
SYN-0645,Synthetic Supplier 0645 LLC,900000000000645,SYN-0645-INV-02,2026-04-19,110085.24,5504.26,221266.71,
SYN-0645,Synthetic Supplier 0645 LLC,900000000000645,SYN-0645-INV-03,2026-06-05,70102.76,3505.14,221266.71,
SYN-0646,Synthetic Supplier 0646 LLC,900000000000646,SYN-0646-INV-01,2026-03-16,42024.49,2101.22,187715.58,2025-08-22
SYN-0646,Synthetic Supplier 0646 LLC,900000000000646,SYN-0646-INV-02,2026-05-02,44692.36,2234.62,187715.58,2025-08-22
SYN-0646,Synthetic Supplier 0646 LLC,900000000000646,SYN-0646-INV-03,2026-06-18,70064.2,3503.21,187715.58,2025-08-22
SYN-0646,Synthetic Supplier 0646 LLC,900000000000646,SYN-0646-INV-04,2026-08-04,51791.81,2589.59,187715.58,2025-08-22
SYN-0647,Synthetic Supplier 0647 LLC,900000000000647,SYN-0647-INV-01,2026-03-29,56092.69,2804.63,220872.41,2026-09-23
SYN-0647,Synthetic Supplier 0647 LLC,900000000000647,SYN-0647-INV-02,2026-05-15,44075.07,2203.75,220872.41,2026-09-23
SYN-0647,Synthetic Supplier 0647 LLC,900000000000647,SYN-0647-INV-03,2026-07-01,58792.33,2939.62,220872.41,2026-09-23
SYN-0647,Synthetic Supplier 0647 LLC,900000000000647,SYN-0647-INV-04,2026-08-17,30059.41,1502.97,220872.41,2026-09-23
SYN-0647,Synthetic Supplier 0647 LLC,900000000000647,SYN-0647-INV-05,2025-10-08,56394.29,2819.71,220872.41,2026-09-23
SYN-0648,Synthetic Supplier 0648 LLC,900000000000648,SYN-0648-INV-01,2026-04-11,84538.96,4226.95,188092.74,2025-01-24
SYN-0648,Synthetic Supplier 0648 LLC,900000000000648,SYN-0648-INV-02,2026-05-28,124452.98,6222.65,188092.74,2025-01-24
SYN-0649,Synthetic Supplier 0649 LLC,900000000000649,SYN-0649-INV-01,2026-04-24,74762.74,3738.14,154265.88,2026-02-25
SYN-0649,Synthetic Supplier 0649 LLC,900000000000649,SYN-0649-INV-02,2026-06-10,47165.33,2358.27,154265.88,2026-02-25
SYN-0649,Synthetic Supplier 0649 LLC,900000000000649,SYN-0649-INV-03,2026-07-27,49478.46,2473.92,154265.88,2026-02-25
SYN-0650,Synthetic Supplier 0650 LLC,900000000000650,SYN-0650-INV-01,2026-05-07,56268.12,2813.41,296158.87,
SYN-0650,Synthetic Supplier 0650 LLC,900000000000650,SYN-0650-INV-02,2026-06-23,67146.32,3357.32,296158.87,
SYN-0650,Synthetic Supplier 0650 LLC,900000000000650,SYN-0650-INV-03,2026-08-09,99323.21,4966.16,296158.87,
SYN-0650,Synthetic Supplier 0650 LLC,900000000000650,SYN-0650-INV-04,2026-09-25,106327.76,5316.39,296158.87,
SYN-0651,Synthetic Supplier 0651 LLC,900000000000651,SYN-0651-INV-01,2026-05-20,55873.9,2793.7,498379.63,2026-04-02
SYN-0651,Synthetic Supplier 0651 LLC,900000000000651,SYN-0651-INV-02,2026-07-06,111144.99,5557.25,498379.63,2026-04-02
SYN-0651,Synthetic Supplier 0651 LLC,900000000000651,SYN-0651-INV-03,2026-08-22,67201.35,3360.07,498379.63,2026-04-02
SYN-0651,Synthetic Supplier 0651 LLC,900000000000651,SYN-0651-INV-04,2025-10-13,96040.7,4802.04,498379.63,2026-04-02
SYN-0651,Synthetic Supplier 0651 LLC,900000000000651,SYN-0651-INV-05,2025-11-29,103112.65,5155.63,498379.63,2026-04-02
SYN-0652,Synthetic Supplier 0652 LLC,900000000000652,SYN-0652-INV-01,2026-06-02,414141.52,20707.08,681050.49,2025-05-03
SYN-0652,Synthetic Supplier 0652 LLC,900000000000652,SYN-0652-INV-02,2026-07-19,342581.25,17129.06,681050.49,2025-05-03
SYN-0653,Synthetic Supplier 0653 LLC,900000000000653,SYN-0653-INV-01,2026-06-15,171830.02,8591.5,464456.44,2026-06-04
SYN-0653,Synthetic Supplier 0653 LLC,900000000000653,SYN-0653-INV-02,2026-08-01,179756.64,8987.83,464456.44,2026-06-04
SYN-0653,Synthetic Supplier 0653 LLC,900000000000653,SYN-0653-INV-03,2026-09-17,164476.06,8223.8,464456.44,2026-06-04
SYN-0654,Synthetic Supplier 0654 LLC,900000000000654,SYN-0654-INV-01,2026-06-28,126856.24,6342.81,459090.13,2025-07-05
SYN-0654,Synthetic Supplier 0654 LLC,900000000000654,SYN-0654-INV-02,2026-08-14,113745.32,5687.27,459090.13,2025-07-05
SYN-0654,Synthetic Supplier 0654 LLC,900000000000654,SYN-0654-INV-03,2025-10-05,105597.59,5279.88,459090.13,2025-07-05
SYN-0654,Synthetic Supplier 0654 LLC,900000000000654,SYN-0654-INV-04,2025-11-21,163900.99,8195.05,459090.13,2025-07-05
SYN-0655,Synthetic Supplier 0655 LLC,900000000000655,SYN-0655-INV-01,2026-07-11,117006.39,5850.32,579950.51,
SYN-0655,Synthetic Supplier 0655 LLC,900000000000655,SYN-0655-INV-02,2026-08-27,92821.28,4641.06,579950.51,
SYN-0655,Synthetic Supplier 0655 LLC,900000000000655,SYN-0655-INV-03,2025-10-18,139665.23,6983.26,579950.51,
SYN-0655,Synthetic Supplier 0655 LLC,900000000000655,SYN-0655-INV-04,2025-12-04,142251.55,7112.58,579950.51,
SYN-0655,Synthetic Supplier 0655 LLC,900000000000655,SYN-0655-INV-05,2026-01-20,152645,7632.25,579950.51,
SYN-0656,Synthetic Supplier 0656 LLC,900000000000656,SYN-0656-INV-01,2026-07-24,236565.97,11828.3,614312.8,2025-09-07
SYN-0656,Synthetic Supplier 0656 LLC,900000000000656,SYN-0656-INV-02,2026-09-09,446003.81,22300.19,614312.8,2025-09-07
SYN-0657,Synthetic Supplier 0657 LLC,900000000000657,SYN-0657-INV-01,2026-08-06,195651.95,9782.6,401447.35,2026-01-08
SYN-0657,Synthetic Supplier 0657 LLC,900000000000657,SYN-0657-INV-02,2026-09-22,85845.4,4292.27,401447.35,2026-01-08
SYN-0657,Synthetic Supplier 0657 LLC,900000000000657,SYN-0657-INV-03,2025-11-13,164555.26,8227.76,401447.35,2026-01-08
SYN-0658,Synthetic Supplier 0658 LLC,900000000000658,SYN-0658-INV-01,2026-08-19,126908.73,6345.44,744956.7,2025-02-09
SYN-0658,Synthetic Supplier 0658 LLC,900000000000658,SYN-0658-INV-02,2025-10-10,150129.58,7506.48,744956.7,2025-02-09
SYN-0658,Synthetic Supplier 0658 LLC,900000000000658,SYN-0658-INV-03,2025-11-26,222546.31,11127.32,744956.7,2025-02-09
SYN-0658,Synthetic Supplier 0658 LLC,900000000000658,SYN-0658-INV-04,2026-01-12,148203.81,7410.19,744956.7,2025-02-09
SYN-0659,Synthetic Supplier 0659 LLC,900000000000659,SYN-0659-INV-01,2026-09-01,103827.52,5191.38,483364.25,2026-03-10
SYN-0659,Synthetic Supplier 0659 LLC,900000000000659,SYN-0659-INV-02,2025-10-23,78132.73,3906.64,483364.25,2026-03-10
SYN-0659,Synthetic Supplier 0659 LLC,900000000000659,SYN-0659-INV-03,2025-12-09,91043.15,4552.16,483364.25,2026-03-10
SYN-0659,Synthetic Supplier 0659 LLC,900000000000659,SYN-0659-INV-04,2026-01-25,109159.93,5458,483364.25,2026-03-10
SYN-0659,Synthetic Supplier 0659 LLC,900000000000659,SYN-0659-INV-05,2026-03-13,154908.06,7745.4,483364.25,2026-03-10
SYN-0660,Synthetic Supplier 0660 LLC,900000000000660,SYN-0660-INV-01,2026-09-14,191245.65,9562.28,508449.2,
SYN-0660,Synthetic Supplier 0660 LLC,900000000000660,SYN-0660-INV-02,2025-11-05,373697.9,18684.89,508449.2,
SYN-0661,Synthetic Supplier 0661 LLC,900000000000661,SYN-0661-INV-01,2025-10-02,196580.48,9829.02,451872.38,2026-05-12
SYN-0661,Synthetic Supplier 0661 LLC,900000000000661,SYN-0661-INV-02,2025-11-18,174724.49,8736.22,451872.38,2026-05-12
SYN-0661,Synthetic Supplier 0661 LLC,900000000000661,SYN-0661-INV-03,2026-01-04,130775.45,6538.77,451872.38,2026-05-12
SYN-0662,Synthetic Supplier 0662 LLC,900000000000662,SYN-0662-INV-01,2025-10-15,142287.84,7114.39,509144.13,2025-06-13
SYN-0662,Synthetic Supplier 0662 LLC,900000000000662,SYN-0662-INV-02,2025-12-01,201842.85,10092.14,509144.13,2025-06-13
SYN-0662,Synthetic Supplier 0662 LLC,900000000000662,SYN-0662-INV-03,2026-01-17,115721.04,5786.05,509144.13,2025-06-13
SYN-0662,Synthetic Supplier 0662 LLC,900000000000662,SYN-0662-INV-04,2026-03-05,105863.97,5293.2,509144.13,2025-06-13
SYN-0663,Synthetic Supplier 0663 LLC,900000000000663,SYN-0663-INV-01,2025-10-28,156087.8,7804.39,555919.29,2026-07-14
SYN-0663,Synthetic Supplier 0663 LLC,900000000000663,SYN-0663-INV-02,2025-12-14,130919.89,6545.99,555919.29,2026-07-14
SYN-0663,Synthetic Supplier 0663 LLC,900000000000663,SYN-0663-INV-03,2026-01-30,124373,6218.65,555919.29,2026-07-14
SYN-0663,Synthetic Supplier 0663 LLC,900000000000663,SYN-0663-INV-04,2026-03-18,98450.75,4922.54,555919.29,2026-07-14
SYN-0663,Synthetic Supplier 0663 LLC,900000000000663,SYN-0663-INV-05,2026-05-04,107856.66,5392.83,555919.29,2026-07-14
SYN-0664,Synthetic Supplier 0664 LLC,900000000000664,SYN-0664-INV-01,2025-11-10,467487.01,23374.35,643406.36,2025-08-15
SYN-0664,Synthetic Supplier 0664 LLC,900000000000664,SYN-0664-INV-02,2025-12-27,247408.95,12370.45,643406.36,2025-08-15
SYN-0665,Synthetic Supplier 0665 LLC,900000000000665,SYN-0665-INV-01,2025-11-23,107080.99,5354.05,479851.84,
SYN-0665,Synthetic Supplier 0665 LLC,900000000000665,SYN-0665-INV-02,2026-01-09,198350.57,9917.53,479851.84,
SYN-0665,Synthetic Supplier 0665 LLC,900000000000665,SYN-0665-INV-03,2026-02-25,111830.91,5591.55,479851.84,
SYN-0666,Synthetic Supplier 0666 LLC,900000000000666,SYN-0666-INV-01,2025-12-06,118045.91,5902.3,441411.55,2025-01-17
SYN-0666,Synthetic Supplier 0666 LLC,900000000000666,SYN-0666-INV-02,2026-01-22,134799.75,6739.99,441411.55,2025-01-17
SYN-0666,Synthetic Supplier 0666 LLC,900000000000666,SYN-0666-INV-03,2026-03-10,120294.12,6014.71,441411.55,2025-01-17
SYN-0666,Synthetic Supplier 0666 LLC,900000000000666,SYN-0666-INV-04,2026-04-26,117317.5,5865.87,441411.55,2025-01-17
SYN-0667,Synthetic Supplier 0667 LLC,900000000000667,SYN-0667-INV-01,2025-12-19,142003.75,7100.19,644663.28,2026-02-18
SYN-0667,Synthetic Supplier 0667 LLC,900000000000667,SYN-0667-INV-02,2026-02-04,176084.15,8804.21,644663.28,2026-02-18
SYN-0667,Synthetic Supplier 0667 LLC,900000000000667,SYN-0667-INV-03,2026-03-23,108454.1,5422.7,644663.28,2026-02-18
SYN-0667,Synthetic Supplier 0667 LLC,900000000000667,SYN-0667-INV-04,2026-05-09,123511.35,6175.57,644663.28,2026-02-18
SYN-0667,Synthetic Supplier 0667 LLC,900000000000667,SYN-0667-INV-05,2026-06-25,166239.18,8311.96,644663.28,2026-02-18
SYN-0668,Synthetic Supplier 0668 LLC,900000000000668,SYN-0668-INV-01,2026-01-01,506799.18,25339.96,710207.21,2025-03-19
SYN-0668,Synthetic Supplier 0668 LLC,900000000000668,SYN-0668-INV-02,2026-02-17,282319.95,14116,710207.21,2025-03-19
SYN-0669,Synthetic Supplier 0669 LLC,900000000000669,SYN-0669-INV-01,2026-01-14,195049.84,9752.49,672301.4,2026-04-20
SYN-0669,Synthetic Supplier 0669 LLC,900000000000669,SYN-0669-INV-02,2026-03-02,228490.62,11424.53,672301.4,2026-04-20
SYN-0669,Synthetic Supplier 0669 LLC,900000000000669,SYN-0669-INV-03,2026-04-18,323461.1,16173.05,672301.4,2026-04-20
SYN-0670,Synthetic Supplier 0670 LLC,900000000000670,SYN-0670-INV-01,2026-01-27,104967.54,5248.38,474569.4,
SYN-0670,Synthetic Supplier 0670 LLC,900000000000670,SYN-0670-INV-02,2026-03-15,157335.87,7866.79,474569.4,
SYN-0670,Synthetic Supplier 0670 LLC,900000000000670,SYN-0670-INV-03,2026-05-01,114969.27,5748.46,474569.4,
SYN-0670,Synthetic Supplier 0670 LLC,900000000000670,SYN-0670-INV-04,2026-06-17,150026.66,7501.33,474569.4,
SYN-0671,Synthetic Supplier 0671 LLC,900000000000671,SYN-0671-INV-01,2026-02-09,73003.64,3650.18,426485.61,2026-06-22
SYN-0671,Synthetic Supplier 0671 LLC,900000000000671,SYN-0671-INV-02,2026-03-28,67080.97,3354.05,426485.61,2026-06-22
SYN-0671,Synthetic Supplier 0671 LLC,900000000000671,SYN-0671-INV-03,2026-05-14,126577.47,6328.87,426485.61,2026-06-22
SYN-0671,Synthetic Supplier 0671 LLC,900000000000671,SYN-0671-INV-04,2026-06-30,89072.84,4453.64,426485.61,2026-06-22
SYN-0671,Synthetic Supplier 0671 LLC,900000000000671,SYN-0671-INV-05,2026-08-16,118137.99,5906.9,426485.61,2026-06-22
SYN-0672,Synthetic Supplier 0672 LLC,900000000000672,SYN-0672-INV-01,2026-02-22,451178.92,22558.95,843927.89,2025-07-23
SYN-0672,Synthetic Supplier 0672 LLC,900000000000672,SYN-0672-INV-02,2026-04-10,282671.42,14133.57,843927.89,2025-07-23
SYN-0673,Synthetic Supplier 0673 LLC,900000000000673,SYN-0673-INV-01,2026-03-07,154576.84,7728.84,431911.16,2026-08-24
SYN-0673,Synthetic Supplier 0673 LLC,900000000000673,SYN-0673-INV-02,2026-04-23,186002.9,9300.15,431911.16,2026-08-24
SYN-0673,Synthetic Supplier 0673 LLC,900000000000673,SYN-0673-INV-03,2026-06-09,139321.55,6966.08,431911.16,2026-08-24
SYN-0674,Synthetic Supplier 0674 LLC,900000000000674,SYN-0674-INV-01,2026-03-20,112796.84,5639.84,428410.94,2025-09-25
SYN-0674,Synthetic Supplier 0674 LLC,900000000000674,SYN-0674-INV-02,2026-05-06,191779.58,9588.98,428410.94,2025-09-25
SYN-0674,Synthetic Supplier 0674 LLC,900000000000674,SYN-0674-INV-03,2026-06-22,86932.96,4346.65,428410.94,2025-09-25
SYN-0674,Synthetic Supplier 0674 LLC,900000000000674,SYN-0674-INV-04,2026-08-08,84502.78,4225.14,428410.94,2025-09-25
SYN-0675,Synthetic Supplier 0675 LLC,900000000000675,SYN-0675-INV-01,2026-04-02,102668.94,5133.45,474167.46,
SYN-0675,Synthetic Supplier 0675 LLC,900000000000675,SYN-0675-INV-02,2026-05-19,112459.9,5623,474167.46,
SYN-0675,Synthetic Supplier 0675 LLC,900000000000675,SYN-0675-INV-03,2026-07-05,77711.68,3885.58,474167.46,
SYN-0675,Synthetic Supplier 0675 LLC,900000000000675,SYN-0675-INV-04,2026-08-21,119977.59,5998.88,474167.46,
SYN-0675,Synthetic Supplier 0675 LLC,900000000000675,SYN-0675-INV-05,2025-10-12,114034.63,5701.73,474167.46,
SYN-0676,Synthetic Supplier 0676 LLC,900000000000676,SYN-0676-INV-01,2026-04-15,189108.21,9455.41,369325.61,2025-02-02
SYN-0676,Synthetic Supplier 0676 LLC,900000000000676,SYN-0676-INV-02,2026-06-01,221253.58,11062.68,369325.61,2025-02-02
SYN-0677,Synthetic Supplier 0677 LLC,900000000000677,SYN-0677-INV-01,2026-04-28,246356.41,12317.82,559659.24,2026-03-03
SYN-0677,Synthetic Supplier 0677 LLC,900000000000677,SYN-0677-INV-02,2026-06-14,240400.04,12020,559659.24,2026-03-03
SYN-0677,Synthetic Supplier 0677 LLC,900000000000677,SYN-0677-INV-03,2026-07-31,135087.15,6754.36,559659.24,2026-03-03
SYN-0678,Synthetic Supplier 0678 LLC,900000000000678,SYN-0678-INV-01,2026-05-11,167096.67,8354.83,640025.36,2025-04-04
SYN-0678,Synthetic Supplier 0678 LLC,900000000000678,SYN-0678-INV-02,2026-06-27,199654.63,9982.73,640025.36,2025-04-04
SYN-0678,Synthetic Supplier 0678 LLC,900000000000678,SYN-0678-INV-03,2026-08-13,109880.48,5494.02,640025.36,2025-04-04
SYN-0678,Synthetic Supplier 0678 LLC,900000000000678,SYN-0678-INV-04,2025-10-04,234507.51,11725.38,640025.36,2025-04-04
SYN-0679,Synthetic Supplier 0679 LLC,900000000000679,SYN-0679-INV-01,2026-05-24,107995.18,5399.76,862125.87,2026-05-05
SYN-0679,Synthetic Supplier 0679 LLC,900000000000679,SYN-0679-INV-02,2026-07-10,141097.79,7054.89,862125.87,2026-05-05
SYN-0679,Synthetic Supplier 0679 LLC,900000000000679,SYN-0679-INV-03,2026-08-26,195835.22,9791.76,862125.87,2026-05-05
SYN-0679,Synthetic Supplier 0679 LLC,900000000000679,SYN-0679-INV-04,2025-10-17,131612.7,6580.64,862125.87,2026-05-05
SYN-0679,Synthetic Supplier 0679 LLC,900000000000679,SYN-0679-INV-05,2025-12-03,173133.76,8656.69,862125.87,2026-05-05
SYN-0680,Synthetic Supplier 0680 LLC,900000000000680,SYN-0680-INV-01,2026-06-06,245771.41,12288.57,494311.21,
SYN-0680,Synthetic Supplier 0680 LLC,900000000000680,SYN-0680-INV-02,2026-07-23,303463.27,15173.16,494311.21,
SYN-0681,Synthetic Supplier 0681 LLC,900000000000681,SYN-0681-INV-01,2026-06-19,145716.73,7285.84,447512.15,2026-07-07
SYN-0681,Synthetic Supplier 0681 LLC,900000000000681,SYN-0681-INV-02,2026-08-05,179847.8,8992.39,447512.15,2026-07-07
SYN-0681,Synthetic Supplier 0681 LLC,900000000000681,SYN-0681-INV-03,2026-09-21,171671.19,8583.56,447512.15,2026-07-07
SYN-0682,Synthetic Supplier 0682 LLC,900000000000682,SYN-0682-INV-01,2026-07-02,102257.36,5112.87,546387.81,2025-08-08
SYN-0682,Synthetic Supplier 0682 LLC,900000000000682,SYN-0682-INV-02,2026-08-18,163863.06,8193.15,546387.81,2025-08-08
SYN-0682,Synthetic Supplier 0682 LLC,900000000000682,SYN-0682-INV-03,2025-10-09,140546.35,7027.32,546387.81,2025-08-08
SYN-0682,Synthetic Supplier 0682 LLC,900000000000682,SYN-0682-INV-04,2025-11-25,200430.79,10021.54,546387.81,2025-08-08
SYN-0683,Synthetic Supplier 0683 LLC,900000000000683,SYN-0683-INV-01,2026-07-15,93016.96,4650.85,493147.07,2026-09-09
SYN-0683,Synthetic Supplier 0683 LLC,900000000000683,SYN-0683-INV-02,2026-08-31,76566.09,3828.3,493147.07,2026-09-09
SYN-0683,Synthetic Supplier 0683 LLC,900000000000683,SYN-0683-INV-03,2025-10-22,155553.81,7777.69,493147.07,2026-09-09
SYN-0683,Synthetic Supplier 0683 LLC,900000000000683,SYN-0683-INV-04,2025-12-08,141291.95,7064.6,493147.07,2026-09-09
SYN-0683,Synthetic Supplier 0683 LLC,900000000000683,SYN-0683-INV-05,2026-01-24,81512.38,4075.62,493147.07,2026-09-09
SYN-0684,Synthetic Supplier 0684 LLC,900000000000684,SYN-0684-INV-01,2026-07-28,466466.39,23323.32,703979.71,2025-01-10
SYN-0684,Synthetic Supplier 0684 LLC,900000000000684,SYN-0684-INV-02,2026-09-13,315733.29,15786.66,703979.71,2025-01-10
SYN-0685,Synthetic Supplier 0685 LLC,900000000000685,SYN-0685-INV-01,2026-08-10,127546.93,6377.35,429440.1,
SYN-0685,Synthetic Supplier 0685 LLC,900000000000685,SYN-0685-INV-02,2026-09-26,165246.64,8262.33,429440.1,
SYN-0685,Synthetic Supplier 0685 LLC,900000000000685,SYN-0685-INV-03,2025-11-17,184362.1,9218.1,429440.1,
SYN-0686,Synthetic Supplier 0686 LLC,900000000000686,SYN-0686-INV-01,2026-08-23,235225.62,11761.28,912144.33,2025-03-12
SYN-0686,Synthetic Supplier 0686 LLC,900000000000686,SYN-0686-INV-02,2025-10-14,201918.5,10095.93,912144.33,2025-03-12
SYN-0686,Synthetic Supplier 0686 LLC,900000000000686,SYN-0686-INV-03,2025-11-30,168316.66,8415.83,912144.33,2025-03-12
SYN-0686,Synthetic Supplier 0686 LLC,900000000000686,SYN-0686-INV-04,2026-01-16,187708.2,9385.41,912144.33,2025-03-12
SYN-0687,Synthetic Supplier 0687 LLC,900000000000687,SYN-0687-INV-01,2026-09-05,179084.89,8954.24,683644.53,2026-04-13
SYN-0687,Synthetic Supplier 0687 LLC,900000000000687,SYN-0687-INV-02,2025-10-27,191542.02,9577.1,683644.53,2026-04-13
SYN-0687,Synthetic Supplier 0687 LLC,900000000000687,SYN-0687-INV-03,2025-12-13,102751.52,5137.58,683644.53,2026-04-13
SYN-0687,Synthetic Supplier 0687 LLC,900000000000687,SYN-0687-INV-04,2026-01-29,119991.75,5999.59,683644.53,2026-04-13
SYN-0687,Synthetic Supplier 0687 LLC,900000000000687,SYN-0687-INV-05,2026-03-17,166234.87,8311.74,683644.53,2026-04-13
SYN-0688,Synthetic Supplier 0688 LLC,900000000000688,SYN-0688-INV-01,2026-09-18,372395.53,18619.78,719044.71,2025-05-14
SYN-0688,Synthetic Supplier 0688 LLC,900000000000688,SYN-0688-INV-02,2025-11-09,426543.03,21327.15,719044.71,2025-05-14
SYN-0689,Synthetic Supplier 0689 LLC,900000000000689,SYN-0689-INV-01,2025-10-06,176423.75,8821.19,456753.71,2026-06-15
SYN-0689,Synthetic Supplier 0689 LLC,900000000000689,SYN-0689-INV-02,2025-11-22,162619.82,8130.99,456753.71,2026-06-15
SYN-0689,Synthetic Supplier 0689 LLC,900000000000689,SYN-0689-INV-03,2026-01-08,168460.56,8423.03,456753.71,2026-06-15
SYN-0690,Synthetic Supplier 0690 LLC,900000000000690,SYN-0690-INV-01,2025-10-19,217227.39,10861.37,673565.48,
SYN-0690,Synthetic Supplier 0690 LLC,900000000000690,SYN-0690-INV-02,2025-12-05,135223.59,6761.18,673565.48,
SYN-0690,Synthetic Supplier 0690 LLC,900000000000690,SYN-0690-INV-03,2026-01-21,214281.46,10714.07,673565.48,
SYN-0690,Synthetic Supplier 0690 LLC,900000000000690,SYN-0690-INV-04,2026-03-09,181673.65,9083.68,673565.48,
SYN-0691,Synthetic Supplier 0691 LLC,900000000000691,SYN-0691-INV-01,2025-11-01,116053.82,5802.69,523127.38,2026-08-17
SYN-0691,Synthetic Supplier 0691 LLC,900000000000691,SYN-0691-INV-02,2025-12-18,141185.41,7059.27,523127.38,2026-08-17
SYN-0691,Synthetic Supplier 0691 LLC,900000000000691,SYN-0691-INV-03,2026-02-03,109605.66,5480.28,523127.38,2026-08-17
SYN-0691,Synthetic Supplier 0691 LLC,900000000000691,SYN-0691-INV-04,2026-03-22,146365.78,7318.29,523127.38,2026-08-17
SYN-0691,Synthetic Supplier 0691 LLC,900000000000691,SYN-0691-INV-05,2026-05-08,68041.98,3402.1,523127.38,2026-08-17
SYN-0692,Synthetic Supplier 0692 LLC,900000000000692,SYN-0692-INV-01,2025-11-14,318624.34,15931.22,452822.95,2025-09-18
SYN-0692,Synthetic Supplier 0692 LLC,900000000000692,SYN-0692-INV-02,2025-12-31,184512.27,9225.61,452822.95,2025-09-18
SYN-0693,Synthetic Supplier 0693 LLC,900000000000693,SYN-0693-INV-01,2025-11-27,104276.35,5213.82,445689.22,2026-01-19
SYN-0693,Synthetic Supplier 0693 LLC,900000000000693,SYN-0693-INV-02,2026-01-13,124198.23,6209.91,445689.22,2026-01-19
SYN-0693,Synthetic Supplier 0693 LLC,900000000000693,SYN-0693-INV-03,2026-03-01,159081.27,7954.06,445689.22,2026-01-19
SYN-0694,Synthetic Supplier 0694 LLC,900000000000694,SYN-0694-INV-01,2025-12-10,74197.93,3709.9,367038.65,2025-02-20
SYN-0694,Synthetic Supplier 0694 LLC,900000000000694,SYN-0694-INV-02,2026-01-26,127939.55,6396.98,367038.65,2025-02-20
SYN-0694,Synthetic Supplier 0694 LLC,900000000000694,SYN-0694-INV-03,2026-03-14,74700.24,3735.01,367038.65,2025-02-20
SYN-0694,Synthetic Supplier 0694 LLC,900000000000694,SYN-0694-INV-04,2026-04-30,130983,6549.15,367038.65,2025-02-20
SYN-0695,Synthetic Supplier 0695 LLC,900000000000695,SYN-0695-INV-01,2025-12-23,105040.54,5252.03,523670.55,
SYN-0695,Synthetic Supplier 0695 LLC,900000000000695,SYN-0695-INV-02,2026-02-08,146240.91,7312.05,523670.55,
SYN-0695,Synthetic Supplier 0695 LLC,900000000000695,SYN-0695-INV-03,2026-03-27,104968.25,5248.41,523670.55,
SYN-0695,Synthetic Supplier 0695 LLC,900000000000695,SYN-0695-INV-04,2026-05-13,140714.35,7035.72,523670.55,
SYN-0695,Synthetic Supplier 0695 LLC,900000000000695,SYN-0695-INV-05,2026-06-29,84892.11,4244.61,523670.55,
SYN-0696,Synthetic Supplier 0696 LLC,900000000000696,SYN-0696-INV-01,2026-01-05,257046.08,12852.3,394651.09,2025-04-22
SYN-0696,Synthetic Supplier 0696 LLC,900000000000696,SYN-0696-INV-02,2026-02-21,181455.13,9072.76,394651.09,2025-04-22
SYN-0697,Synthetic Supplier 0697 LLC,900000000000697,SYN-0697-INV-01,2026-01-18,155311.5,7765.58,528070.43,2026-05-23
SYN-0697,Synthetic Supplier 0697 LLC,900000000000697,SYN-0697-INV-02,2026-03-06,212700.97,10635.05,528070.43,2026-05-23
SYN-0697,Synthetic Supplier 0697 LLC,900000000000697,SYN-0697-INV-03,2026-04-22,218732.46,10936.62,528070.43,2026-05-23
SYN-0698,Synthetic Supplier 0698 LLC,900000000000698,SYN-0698-INV-01,2026-01-31,147304.05,7365.2,517706.52,2025-06-24
SYN-0698,Synthetic Supplier 0698 LLC,900000000000698,SYN-0698-INV-02,2026-03-19,131322.44,6566.12,517706.52,2025-06-24
SYN-0698,Synthetic Supplier 0698 LLC,900000000000698,SYN-0698-INV-03,2026-05-05,138572.23,6928.61,517706.52,2025-06-24
SYN-0698,Synthetic Supplier 0698 LLC,900000000000698,SYN-0698-INV-04,2026-06-21,158030.74,7901.54,517706.52,2025-06-24
SYN-0699,Synthetic Supplier 0699 LLC,900000000000699,SYN-0699-INV-01,2026-02-13,122045.93,6102.3,718859.53,2026-07-25
SYN-0699,Synthetic Supplier 0699 LLC,900000000000699,SYN-0699-INV-02,2026-04-01,215331.42,10766.57,718859.53,2026-07-25
SYN-0699,Synthetic Supplier 0699 LLC,900000000000699,SYN-0699-INV-03,2026-05-18,146404.26,7320.21,718859.53,2026-07-25
SYN-0699,Synthetic Supplier 0699 LLC,900000000000699,SYN-0699-INV-04,2026-07-04,160858.98,8042.95,718859.53,2026-07-25
